Price,Close,Volume,MA10,MA20,RSI,MACD,MACD_signal,Upper_BB,Middle_BB,Lower_BB,ATR,ADX
Ticker,V,V,,,,,,,,,,
Date,,,,,,,,,,,,
2020-01-02,184.83810424804688,8733000,,,,,,,,,,
2020-01-03,183.3679962158203,4899700,,,,,,,,,,
2020-01-06,182.9715118408203,10109500,,,,,,,,,,
2020-01-07,182.48794555664062,4392300,,,,,,,,,,
2020-01-08,185.6117706298828,5712000,,,,,,,,,,
2020-01-09,186.89810180664062,6748000,,,,,,,,,,
2020-01-10,187.40098571777344,6586400,,,,,,,,,,
2020-01-13,188.90969848632812,11290500,,,,,,,,,,
2020-01-14,189.60601806640625,6236500,,,,,,,,,,
2020-01-15,193.23281860351562,10831100,186.5324951171875,,,,,,,,,
2020-01-16,194.34498596191406,9983700,187.48318328857422,,,,,,,,,
2020-01-17,197.97169494628906,12518900,188.94355316162108,,,,,,,,,
2020-01-21,200.4766082763672,14861700,190.69406280517578,,,,,,,,,
2020-01-22,201.0665283203125,8065000,192.55192108154296,,,,,,,,,
2020-01-23,199.73190307617188,8520800,193.96393432617188,,83.44911627549943,,,,,,2.7059033898266853,
2020-01-24,198.26185607910156,7812900,195.10030975341797,,77.90907368167174,,,,,,2.7737498633617617,
2020-01-27,195.06063842773438,7198900,195.86627502441405,,67.41348488847903,,,,,,2.9832022447539477,
2020-01-28,196.18251037597656,7215700,196.59355621337892,,68.99012147634508,,,,,,2.9186393773769868,
2020-01-29,198.12644958496094,7041700,197.4455993652344,,71.55801851112952,,,,,,2.9457308592890614,
2020-01-30,201.3663330078125,8571900,198.25895080566406,192.39572296142578,75.23836159481442,,,205.40177063891971,192.39572296142578,179.38967528393184,3.0931594424784765,
2020-01-31,192.43003845214844,16699600,198.0674560546875,192.77531967163085,54.348735192180506,,,205.31157178009022,192.77531967163085,180.2390675631715,3.55957405339723,
2020-02-03,194.20957946777344,10885900,197.69124450683594,193.31739883422853,56.91417018998038,,,205.0942443781288,193.31739883422853,181.54055329032826,3.5325957678310247,
2020-02-04,196.8691864013672,10205900,197.33050231933595,194.01228256225585,60.48798101516972,,,204.86945534486037,194.01228256225585,183.15510977965133,3.56418933440989,
2020-02-05,196.14382934570312,8672400,196.838232421875,194.695076751709,59.04940863534597,,,204.20086440265658,194.695076751709,185.1892891007614,3.699911440949619,
2020-02-06,196.36627197265625,7001200,196.50166931152344,195.23280181884766,59.36854468554359,,,203.79204796242445,195.23280181884766,186.67355567527088,3.5841563742203797,
2020-02-07,196.076171875,5691100,196.2831008911133,195.69170532226562,58.72576972723471,,,203.35115273028086,195.69170532226562,188.03225791425038,3.517426963627664,
2020-02-10,199.2193145751953,6239500,196.69896850585937,196.28262176513672,63.35508890532591,,,203.06583669041737,196.28262176513672,189.49940683985608,3.5611574226202274,
2020-02-11,197.2367401123047,10231900,196.80439147949218,196.69897384643554,58.86989238243526,,,202.58358745560258,196.69897384643554,190.8143602372685,3.5851845761249135,29.67551790073893
2020-02-12,200.6216278076172,7355800,197.0539093017578,197.2497543334961,63.60703877998125,,,202.39083196662085,197.2497543334961,192.10867670037135,3.6199244164970485,29.266252528297
2020-02-13,200.8734588623047,9495300,197.00462188720704,197.63178634643555,63.939801584761746,,,202.65632391369812,197.63178634643555,192.60724877917298,3.5287758743289444,29.0322881596497
2020-02-14,203.67250061035156,6548800,198.12886810302734,198.09816207885743,67.49712930628023,,,203.53078454685442,198.09816207885743,192.66553961086044,3.5105509936797668,29.3290284469718
2020-02-18,204.55389404296875,7651500,199.16329956054688,198.4272720336914,68.54926482940118,,,204.5438257759312,198.4272720336914,192.3107182914516,3.407844298895623,29.755411308577557
2020-02-19,206.5974884033203,5927500,200.1361297607422,198.73331604003906,70.90124642550029,,,205.77235782458504,198.73331604003906,191.69427425549307,3.369893433879136,30.669285885185708
