Price,Close,Volume,MA10,MA20,RSI,MACD,MACD_signal,Upper_BB,Middle_BB,Lower_BB,ATR,ADX
Ticker,TPR,TPR,,,,,,,,,,
Date,,,,,,,,,,,,
2020-01-02,23.835155487060547,3823600,,,,,,,,,,
2020-01-03,23.82630157470703,3511200,,,,,,,,,,
2020-01-06,24.127229690551758,4040500,,,,,,,,,,
2020-01-07,24.357351303100586,2752900,,,,,,,,,,
2020-01-08,24.516660690307617,3624100,,,,,,,,,,
2020-01-09,24.23343849182129,2983500,,,,,,,,,,
2020-01-10,24.277687072753906,2324100,,,,,,,,,,
2020-01-13,24.870695114135742,2693900,,,,,,,,,,
2020-01-14,25.339784622192383,4262200,,,,,,,,,,
2020-01-15,25.277828216552734,3603600,24.46621322631836,,,,,,,,,
2020-01-16,25.534502029418945,2607400,24.636147880554198,,,,,,,,,
2020-01-17,25.569902420043945,2475900,24.81050796508789,,,,,,,,,
2020-01-21,25.10081672668457,3559000,24.90786666870117,,,,,,,,,
2020-01-22,24.4724063873291,3386000,24.919372177124025,,,,,,,,,
2020-01-23,24.729082107543945,2696100,24.940614318847658,,61.77153612801042,,,,,,0.59426652626951,
2020-01-24,24.15378189086914,3258800,24.93264865875244,,53.106194869302826,,,,,,0.6087167703585775,
2020-01-27,23.224445343017578,3976200,24.82732448577881,,42.688505904616555,,,,,,0.6366757665290342,
2020-01-28,23.366058349609375,3629500,24.676860809326172,,44.47590885464257,,,,,,0.63545287332446,
2020-01-29,23.68468475341797,3691500,24.51135082244873,,48.37700988612978,,,,,,0.6242020034838095,
2020-01-30,23.57847785949707,4661200,24.341415786743163,24.40381450653076,47.186911352663394,,,25.790491495927647,24.40381450653076,23.017137517133875,0.6143869112184139,
2020-01-31,22.80845832824707,4950200,24.068811416625977,24.352479648590087,39.58374496523625,,,25.887630994026814,24.352479648590087,22.81732830315336,0.6381475454118407,
2020-02-03,23.038583755493164,5261500,23.8156795501709,24.313093757629396,42.562377628240554,,,25.938017285141182,24.313093757629396,22.68817023011761,0.6336588171042179,
2020-02-04,24.07412338256836,4588300,23.713010215759276,24.310438442230225,53.63890508706886,,,25.936741164729003,24.310438442230225,22.684135719731447,0.6813304990272873,
2020-02-05,25.12736701965332,4885800,23.7785062789917,24.348939228057862,61.723929337740365,,,26.013861328334333,24.348939228057862,22.68401712778139,0.7123210944340796,
2020-02-06,25.667264938354492,8871700,23.872324562072755,24.406469440460206,65.08520853528782,,,26.167349088970763,24.406469440460206,22.64558979194965,0.7885129393260931,
2020-02-07,24.755632400512695,6067800,23.93250961303711,24.432579135894777,56.123072593421064,,,26.197902133097546,24.432579135894777,22.667256138692007,0.8251238482014821,
2020-02-10,25.23357582092285,3914500,24.133422660827637,24.480373573303222,59.288197887043395,,,26.277801980529723,24.480373573303222,22.68294516607672,0.8154979660463634,
2020-02-11,25.295534133911133,3518400,24.326370239257812,24.501615524291992,59.69410905922656,,,26.326819941348877,24.501615524291992,22.676411107235108,0.7844328967353723,16.11648383222961
2020-02-12,26.083251953125,3721100,24.566226959228516,24.538788890838624,64.53540323925928,,,26.458594349365445,24.538788890838624,22.618983432311804,0.7859319603269761,16.789542707166643
2020-02-13,25.516803741455078,3771200,24.760059547424316,24.55073766708374,59.043310394162354,,,26.491652062462762,24.55073766708374,22.60982327170472,0.7885882492192817,17.217743626020916
2020-02-14,25.853132247924805,2763300,25.06452693939209,24.566669178009032,61.15699791186463,,,26.544501653915194,24.566669178009032,22.58883670210287,0.76513487773499,17.615358764957026
2020-02-18,24.870695114135742,4149800,25.247738075256347,24.531708812713624,52.615138353083545,,,26.461507600298756,24.531708812713624,22.601910025128493,0.7920360623939227,17.005486021002763
2020-02-19,24.817588806152344,3176200,25.322084617614745,24.517547416687012,52.19078647045522,,,26.434547648976046,24.517547416687012,22.60054718439798,0.7733939976780485,16.357050175763792
2020-02-20,25.499101638793945,3213700,25.359258079528807,24.568882179260253,56.98530375265792,0.16979425097629175,0.00439803803600864,26.53271288858414,24.568882179260253,22.605051469936367,0.7851647176233766,16.248177722102717
2020-02-21,24.773338317871094,4309700,25.269865417480467,24.57109498977661,51.107396756064546,0.13905772912007208,0.03132997625282133,26.535742318912455,24.57109498977661,22.606447660640768,0.7967267283835069,15.95303740388
2020-02-24,22.613739013671875,6669900,25.055676078796388,24.494092845916747,38.41104795508233,-0.058884022858613605,0.013287176430534342,26.63127328897234,24.494092845916747,22.356912402861152,0.9054542408939332,16.246536842350157
2020-02-25,21.551652908325195,5950900,24.68748378753662,24.410453224182127,33.94482962105017,-0.29802036659767595,-0.048974332175107715,26.8494586571049,24.410453224182127,21.971447791259354,0.9394018963198417,17.246785304271828
2020-02-26,20.817041397094727,4868100,24.23963451385498,24.283002376556396,31.239211247991456,-0.5405831454475454,-0.14729609482959527,27.154960281642747,24.283002376556396,21.411044471470046,0.9734535876668081,18.59495297854257
2020-02-27,20.312541961669922,6576800,23.662563514709472,24.114395236968996,29.50018822452246,-0.7647096861706757,-0.2707788130978114,27.463386596186428,24.114395236968996,20.765403877751563,1.036682799836205,20.428979771993067
2020-02-28,20.755083084106445,6564400,23.18639144897461,23.97322549819946,33.022377042974234,-0.8962903372417728,-0.39588111792660363,27.625017070087853,23.97322549819946,20.32143392631107,1.048612965844702,22.211737902274525
2020-03-02,20.967500686645508,5852700,22.69782829284668,23.881177616119384,34.708551602954536,-0.972221462097874,-0.5111491867608577,27.73309016064215,23.881177616119384,20.02926507159662,1.0413572752860152,23.530001910065277
2020-03-03,20.675426483154297,7162400,22.278301429748534,23.76301975250244,33.46116454043765,-1.0439315794334583,-0.6177056652953778,27.848941962998147,23.76301975250244,19.677097542006734,1.073816225062083,23.60908126711567
2020-03-04,21.53394889831543,4956100,21.949937438964845,23.636011028289794,40.257731148858475,-1.0197319450318645,-0.6981109212426752,27.831798168623152,23.636011028289794,19.440223887956435,1.0767721051335106,23.688920466064356
2020-03-05,19.943496704101562,5737500,21.394376945495605,23.376817512512208,33.442680004012956,-1.116024919953297,-0.7816937209847995,27.806039620374193,23.376817512512208,18.947595404650222,1.1294911674630244,24.263336216324962
2020-03-06,19.47677230834961,4719400,20.864720344543457,23.067292881011962,31.74439177138427,-1.2159814769465598,-0.8685512721771516,27.674637791863056,23.067292881011962,18.45994797016087,1.1251046406389025,25.31162346092858
2020-03-09,16.541791915893555,5948800,20.257525634765624,22.656600856781004,23.620991739787065,-1.514567169978271,-0.9977544517373754,27.995073473083195,22.656600856781004,17.318128240478813,1.2736147039253278,27.429637691812186
2020-03-10,17.19700050354004,5497100,19.82206039428711,22.254772090911864,28.047639220007387,-1.6789744533107651,-1.1339984520520534,27.954483632467962,22.254772090911864,16.555060549355765,1.307016630183678,29.43647399014881
2020-03-11,15.769905090332031,5920500,19.31734676361084,21.77849063873291,24.69104728454029,-1.9024923355700736,-1.2876972287556574,27.95431356469197,21.77849063873291,15.602667712773854,1.3290568363242126,31.496939555799237
2020-03-12,13.47218132019043,5996300,18.63331069946289,21.147937107086182,20.44796205715348,-2.2392265630429904,-1.478003095613124,27.97751679342096,21.147937107086182,14.318357420751404,1.4174804947454607,34.055657926503656
2020-03-13,14.56718921661377,9506100,18.014521312713622,20.600456380844115,26.895453148482385,-2.390180367040216,-1.6604385498985423,27.691864388805687,20.600456380844115,13.509048372882543,1.4553516340859356,36.55794390869958
2020-03-16,10.303839683532715,7939900,16.948155212402344,19.82299175262451,20.07382611367182,-2.8213067532434835,-1.8926121905675306,27.795206305193894,19.82299175262451,11.850777200055127,1.6559229125855868,39.29632492764337
2020-03-17,11.838645935058594,9038500,16.064477157592773,19.171389293670654,27.22951841117269,-3.0044975058081533,-2.114989253615655,27.508772312092816,19.171389293670654,10.83400627524849,1.6883023604428737,41.92352908075225
2020-03-18,11.991229057312012,7852500,15.110205173492432,18.53007130622864,27.920414187006838,-3.1016118633835266,-2.3123137755692293,27.003667176271932,18.53007130622864,10.056475436185343,1.664516216040088,44.183488859999144
2020-03-19,11.407824516296387,8261000,14.256637954711914,17.82550745010376,26.86997121297745,-3.1888920002158088,-2.4876294204985454,26.206914800392944,17.82550745010376,9.444100099814577,1.6648677306753135,45.70636293187793
2020-03-20,10.806466102600098,10161100,13.389607334136963,17.12716383934021,25.79276989162316,-3.2689048355762385,-2.643884503514084,25.403405227245575,17.12716383934021,8.850922451434844,1.6389088220369392,47.20197705159037
2020-03-23,9.496047019958496,7546300,12.685032844543457,16.471279239654542,23.574876797689427,-3.398875333285009,-2.794882669468269,24.98019929051585,16.471279239654542,7.962359188793236,1.628267324471931,48.82436703463054
2020-03-24,12.314346313476562,5540800,12.196767425537109,16.00941390991211,36.26783581109245,-3.2371488527102663,-2.8833359061166686,24.366591725931215,16.00941390991211,7.652236093893004,1.7203217416712042,48.772667644742036
2020-03-25,13.373453140258789,7120600,11.957122230529786,15.637234497070313,40.28177648334724,-2.9890623321438916,-2.9044811913221134,23.76467889318377,15.637234497070313,7.509790100956856,1.734638141927063,47.31888008411986
2020-03-26,13.606813430786133,6986500,11.970585441589355,15.301948070526123,41.161100024799374,-2.742013526961287,-2.871987658449948,23.179670230147586,15.301948070526123,7.424225910904662,1.7248520991714718,45.877117107234724
2020-03-27,12.484880447387695,5186100,11.762354564666747,14.888437938690185,38.24538234740864,-2.6067076808134093,-2.8189316629226404,22.43922475935113,14.888437938690185,7.337651118029238,1.7362803442797303,44.92210845816028
2020-03-30,11.856595993041992,5773300,11.917630195617676,14.43289270401001,36.67847315851547,-2.5211123141688496,-2.759367793171882,21.5484888213898,14.43289270401001,7.3172965866302215,1.6904750862529454,44.10216611297811
2020-03-31,11.6232328414917,5512000,11.896088886260987,13.98028302192688,36.087078771154026,-2.443935656503548,-2.696281365838215,20.583106517997834,13.98028302192688,7.377459525855926,1.6248618707725992,43.3821894952992
2020-04-01,9.935843467712402,5569400,11.690550327301025,13.400377750396729,32.06158919001527,-2.490225055312232,-2.6550701037330184,19.24092928698883,13.400377750396729,7.559826213804626,1.6427913263349114,43.43587103233022
2020-04-02,9.881993293762207,8042900,11.537967205047607,12.89730257987976,31.939142593895433,-2.502408785573614,-2.6245378401011377,18.094708514699256,12.89730257987976,7.699896645060264,1.5972528458955566,43.705007403099444
2020-04-03,9.953798294067383,4702000,11.452700424194337,12.421153879165649,32.310366635419925,-2.4777089299355524,-2.5951720580680204,16.800779117137374,12.421153879165649,8.041528641193924,1.529964062756982,43.95491974738515
2020-04-06,11.704014778137207,6567400,11.673497200012207,12.179265022277832,40.787923902210906,-2.290502783000612,-2.5342382030545387,16.13577895259981,12.179265022277832,8.222751091955853,1.5623651259908427,42.46469494682134
2020-04-07,12.987506866455078,8662400,11.740813255310059,11.968790340423585,46.11738553499427,-2.0153418712854787,-2.4304589367007265,15.22023943548527,11.968790340423585,8.717341245361899,1.584758548524229,39.904589334474686
2020-04-08,13.436280250549316,5924300,11.747095966339112,11.852109098434449,47.883688908762636,-1.7409935152699738,-2.292565852414576,14.690854213396145,11.852109098434449,9.013363983472752,1.54336525793146,37.261158994188555
2020-04-09,14.091489791870117,7289300,11.79556360244751,11.883074522018433,50.438164878199366,-1.4539404123573636,-2.1248407644031335,14.804149114556836,11.883074522018433,8.96199992948003,1.5414716553441146,34.98444777452051
2020-04-13,13.2567720413208,3925800,11.87275276184082,11.817553663253785,47.260071541593405,-1.2790593071293959,-1.955684472948386,14.547392391017613,11.817553663253785,9.087714935489956,1.5397132751491045,32.580458900488125
2020-04-14,13.80427360534668,3227600,12.06752052307129,11.992575359344482,49.50739480865193,-1.0837926833147726,-1.7813061150216634,14.760360453308767,11.992575359344482,9.224790265380197,1.4810219787340986,30.34818351745805
2020-04-15,12.942627906799316,4336300,12.19946002960205,12.047774457931519,46.17282006968289,-0.9871903678647609,-1.6224829655902828,14.844956554164146,12.047774457931519,9.250592361698892,1.4726827230381916,28.84007032418698
2020-04-16,12.933653831481934,3710000,12.499241065979003,12.094895696640014,46.137964315789134,-0.900970641051865,-1.4781805006825992,14.918309058400025,12.094895696640014,9.271482334880004,1.4104451454959681,27.439678270917533
2020-04-17,13.660666465759277,3880200,12.877108383178712,12.20753779411316,49.466148922768284,-0.7651567914862838,-1.3355757588433361,15.091428274312804,12.20753779411316,9.323647313913515,1.410352474245412,25.69759345060328
2020-04-20,12.754142761230469,3808200,13.157142829895019,12.304921627044678,45.67617467149889,-0.722345475048467,-1.2129297020843623,15.123794607365713,12.304921627044678,9.486048646723642,1.3801346596977295,24.23902626094463
2020-04-21,12.341272354125977,4890800,13.220868587493896,12.447182893753052,44.021868444845744,-0.7135075191462814,-1.1130452654967462,14.954651890683477,12.447182893753052,9.939713896822626,1.3392529515629474,23.338684424271946
2020-04-22,12.036103248596191,3426000,13.125728225708007,12.433270740509034,42.78830151129951,-0.7227960291324571,-1.0349954182238883,14.946614083957424,12.433270740509034,9.919927397060643,1.2974448478022533,22.411227592578154
2020-04-23,12.359225273132324,3235600,13.018022727966308,12.38255934715271,44.55975624303755,-0.6960602440688,-0.9672083833928706,14.858628033130488,12.38255934715271,9.906490661174933,1.2579822579199271,21.50534649531875
2020-04-24,12.242542266845703,6277800,12.833127975463867,12.314345788955688,44.02958575490534,-0.6764891395310357,-0.9090645346205036,14.726080667396765,12.314345788955688,9.90261091051461,1.2072338292910634,20.664171190720737
2020-04-27,13.508084297180176,6168900,12.858259201049805,12.365505981445313,50.85881945620246,-0.5524914553276901,-0.8377499187619409,14.832322061732834,12.365505981445313,9.898689901157793,1.2293496260349264,19.450391695040825
2020-04-28,14.459484100341797,5123000,12.923780250549317,12.495650386810302,55.27674160283465,-0.3731509326332283,-0.7448301215361984,15.111483391074524,12.495650386810302,9.879817382546081,1.2210359779266056,18.945479392267263
2020-04-29,15.303180694580078,6275200,13.159835529327392,12.679647779464721,58.81297422685486,-0.16108611180649746,-0.6280813195902583,15.531206117517229,12.679647779464721,9.828089441412214,1.2133163944956114,19.08422882670849
2020-04-30,13.355499267578125,12074600,13.202020072937012,12.850630569458009,49.15118252509741,-0.14847331916113582,-0.5321597195044337,15.419697934082748,12.850630569458009,10.281563204833269,1.3061606614213652,17.85952896255327
2020-05-01,13.606813430786133,5154000,13.196634769439697,13.036871576309204,50.28605351188651,-0.11685164444904572,-0.44909810449335613,15.230764308981287,13.036871576309204,10.842978843637121,1.2859494078176001,16.835129745763464
2020-05-04,13.2567720413208,5409800,13.24689769744873,13.202020263671875,48.65713526062437,-0.11866871505135101,-0.3830122266049551,14.879122537502743,13.202020263671875,11.524917989841006,1.2607708085164244,15.78400859635928
2020-05-05,13.2567720413208,4548700,13.338447666168213,13.279658126831055,48.65713526062437,-0.11873999583604622,-0.33015778045117333,14.809480649281847,13.279658126831055,11.749835604380264,1.2258507689045348,14.66436135254285
2020-05-06,12.628485679626465,4827000,13.39768590927124,13.261707067489624,45.583402700927294,-0.16756239002376283,-0.29763870236569123,14.813094390979046,13.261707067489624,11.710319744000202,1.217787064045816,14.111772030896214
2020-05-07,13.014434814453125,5377300,13.46320686340332,13.240614795684815,47.76627178167358,-0.1731160454835372,-0.27273417098926045,14.793404751197066,13.240614795684815,11.687824840172564,1.1782443560649138,13.598653375081481
2020-05-08,13.355499267578125,4614700,13.574502563476562,13.203815269470216,49.687007132735346,-0.14828694685676602,-0.24784472616276157,14.708335745226833,13.203815269470216,11.699294793713598,1.1299857009655674,12.917470311722111
2020-05-11,12.493854522705078,4120300,13.473079586029053,13.165669393539428,45.1681815397532,-0.1958792629441053,-0.23745163351903031,14.701250521002782,13.165669393539428,11.630088266076074,1.1210761602095003,12.844444556561983
2020-05-12,11.838645935058594,4467900,13.210995769500732,13.067388010025024,42.037387619769575,-0.28320179948639534,-0.24660166671250333,14.676738084323233,13.067388010025024,11.458037935726814,1.1166496488766693,13.192725956990897
2020-05-13,10.707736015319824,9159600,12.751451301574708,12.95564341545105,37.23941425632739,-0.4386045576170776,-0.2850022448934182,14.866281720973419,12.95564341545105,11.045005109928681,1.1298492689269666,14.3301825271335
2020-05-14,11.13856029510498,6308000,12.529757404327393,12.865888738632203,40.046733508534295,-0.5209927639460954,-0.33220034870395365,14.934360790987437,12.865888738632203,10.797416686276968,1.1119740225657753,15.507498273952336
