Price,Adj Close,Close,High,Low,Open,Volume,STOCH_K,STOCH_D,CCI,WILLIAMS_R,MFI,ROC
Ticker,SPXU,SPXU,SPXU,SPXU,SPXU,SPXU,,,,,,
Date,,,,,,,,,,,,
2020-07-23,226.77536010742188,255.25,258.5,245.5,247.5,1235216,11.422466422466423,7.2973103481578105,-95.39920001409702,-76.92307692307692,39.7451620716286,-8.100810081008103
2020-07-24,230.99549865722656,260.0,264.0,257.5,260.25,1217212,19.528975298206067,11.890100338600995,-58.903350343061526,-65.68047337278107,46.5415693446651,-3.435468895078919
2020-07-27,225.88690185546875,254.25,260.5,254.0,258.5,624924,26.035502958579883,18.99564822641746,-72.50243782214127,-79.28994082840237,41.73655299116714,-7.963800904977381
2020-07-28,229.88491821289062,258.75,260.0,253.5,256.5,796384,28.796844181459566,24.78710747941518,-58.94353369763214,-68.63905325443787,47.310287776798674,-2.5423728813559365
2020-07-29,222.11105346679688,250.0,257.25,248.25,257.0,1012388,21.253105868490483,25.361817669509986,-85.29294539657252,-88.31168831168831,39.38692905763935,-3.100775193798455
2020-07-30,224.11004638671875,252.25,262.5,251.25,257.25,1362884,20.193908655447117,23.414619568465728,-57.97101449275392,-82.46753246753246,47.474697669908316,-3.4449760765550286
2020-07-31,218.77938842773438,246.25,258.5,246.25,247.75,1216220,10.38961038961039,17.27887497118267,-89.20775552131497,-98.05194805194805,50.9130943123622,-4.738878143133462
2020-08-03,214.5592498779297,241.5,243.75,239.25,242.5,847292,9.406127852729796,13.329882299262442,-144.54870420017883,-91.26213592233009,40.00239822880478,-4.261645193260655
2020-08-04,211.89395141601562,238.5,243.5,238.5,243.5,637880,3.5619720085739517,7.7859034169713865,-143.8996914336095,-100.0,43.13846388860269,-4.980079681274896
2020-08-05,207.89593505859375,234.0,236.0,233.25,235.5,907304,3.7256294893046036,5.56457645020279,-172.6458864274979,-97.5609756097561,35.46491603712756,-4.974619289340099
2020-08-06,203.89794921875,229.5,236.0,228.75,235.0,827216,1.522227988237331,2.9366098287053024,-176.2750344603908,-97.87234042553192,35.66652657583892,-10.08814887365328
2020-08-07,203.00949096679688,228.5,233.5,228.25,231.5,994940,1.755328221337564,2.33439523295984,-163.1596994918791,-99.3006993006993,35.40450290943776,-12.115384615384617
2020-08-10,201.23260498046875,226.5,232.0,226.25,227.5,715140,1.1630706431326432,1.4802089509025198,-151.66989493455443,-99.33774834437087,36.31982167176144,-10.914454277286135
2020-08-11,206.34115600585938,232.25,234.0,222.75,223.75,1236224,8.130618461744293,3.6830057754048404,-122.18504242732314,-76.96969696969697,43.907193898380584,-10.241545893719806
2020-08-12,197.90093994140625,222.75,226.75,220.75,226.5,1041956,9.438944047526524,6.24421105080116,-138.4398255068002,-95.37572254335261,35.39403873148495,-10.899999999999999
