Price,Close,High,Low,Open,Volume,STOCH_K,STOCH_D,CCI,WILLIAMS_R,MFI,ROC
Ticker,IBM,IBM,IBM,IBM,IBM,,,,,,
Date,,,,,,,,,,,
2024-01-02,157.09385681152344,158.83501439038002,156.0822372673953,158.38757270754058,3825000,,,,,,
2024-01-03,155.73207092285156,157.31759028609133,155.7126124177992,156.6075106978308,4086100,,,,,,
2024-01-04,156.47132873535156,157.39540733924298,155.800151323765,155.84879016449406,3212000,,,,,,
2024-01-05,154.81771850585938,156.169795216581,154.341081594817,155.54725661975576,4199400,,,,,,
2024-01-08,156.74368286132812,156.82150203523068,153.58235127867428,154.3605281752101,3321700,,,,,,
2024-01-09,155.71261596679688,156.1016970217688,155.1581598788465,155.63479678730434,2617200,,,,,,
2024-01-10,156.8312225341797,156.9382220420758,155.38188310471082,155.90714397098023,2967800,,,,,,
2024-01-11,157.73585510253906,157.80393760156238,155.91686349521336,156.62695787460575,3778200,,,,,,
2024-01-12,161.27655029296875,161.45163230318403,157.920678181434,158.52375822882865,4956400,,,,,,
2024-01-16,162.4049072265625,162.6869887481058,160.82909491081773,161.27655145540945,4869600,,,,,,
2024-01-17,161.5489044189453,163.2414380051958,160.9847265568618,162.23952544766712,4288600,,,,,,2.835914591343247
2024-01-18,162.2881622314453,162.43407874224354,160.53726799929035,161.94772005789434,3776900,,,,,,4.209853031391075
2024-01-19,166.80157470703125,166.8988523835086,164.56432173045815,165.93585681934522,6925800,,,,,,6.6020056550754935
2024-01-22,168.11476135253906,169.69055889713712,167.69648512425636,168.10503952118017,4926000,,,,-9.782575330056705,,8.588837876574473
2024-01-23,169.19447326660156,169.2722924426144,167.77429927872507,168.18283882092484,3983500,,,,-3.079707204462395,67.7693644133899,7.9434081029528425
2024-01-24,169.1847381591797,170.08937310152422,168.1828403777864,169.99209541998513,9097800,,,,-5.4803037886112405,76.859570394516,8.651914367205492
2024-01-25,185.23455810546875,191.52804055651967,179.78734984304086,179.9138078483212,29596200,,,,-16.585500410781503,84.450829637085,18.11076590001004
2024-01-26,182.3066864013672,187.1410928831151,181.08106786722269,186.09055634992453,9895900,84.5442473280847,90.01607158414096,,-24.30145381635319,78.44219848624509,15.577201063674085
2024-01-29,182.03433227539062,184.29104375083983,180.9740738795497,182.34560896544826,6107900,77.6699434694328,84.6107845542997,,-26.103215364566942,72.63300401338209,12.870923853910622
2024-01-30,182.74440002441406,183.50311835436065,181.67441986698384,182.58877653191652,4575100,75.09832900559756,79.10417326770501,136.4637112827443,-24.30034380228721,75.64885054361083,12.523939790487383
2024-01-31,178.64927673339844,182.5304095621651,178.14345954227863,181.94678804240155,8876100,71.14383079769405,74.63736775757481,99.88046593686622,-36.16494844006374,68.52278819460284,10.585260467076063
2024-02-01,181.80087280273438,182.39423099959734,177.72519943886059,178.6200976494181,4669400,70.19704859759902,72.14640280029687,93.72382808733929,-28.94356196485205,68.94146374471623,12.02349592415819
2024-02-02,180.72116088867188,182.2775146800786,180.5558007102395,181.99543316216216,4054200,66.67340255811365,69.3380939844689,87.34286438240161,-34.871281920743336,68.8426637399073,8.344996865940168
2024-02-05,178.4158172607422,180.711430835244,178.26017892018533,180.44879299086543,4379600,64.62502253815636,67.16515789795632,64.33275665736127,-42.31008849993561,64.64293524155953,6.1273952538895005
2024-02-06,178.40609741210938,179.6414377924676,178.0461818902626,178.542277250987,3337600,60.15905913108657,63.81916140911884,54.18915533710402,-42.34145218606142,64.98331298258341,5.4444001436104505
2024-02-07,178.7270965576172,178.99945623633326,177.64737967324658,178.33800070053044,4841200,55.95792054102757,60.24733407009015,46.37732555914403,-47.474697690920344,64.11180056259181,5.640200470954682
2024-02-08,180.96510314941406,181.15160679062632,178.1479575608878,179.26696443035522,5161200,55.2868422107755,57.13460729429653,52.68102843236027,-44.32332349069181,63.68677366549568,-2.304891160548861
2024-02-09,182.9086456298828,183.73317388746116,180.46450722507512,181.04363909805465,5064600,57.3051685901598,56.18331044732094,65.41915249294904,-36.28647304790851,63.86813523525645,0.33019042822726163
2024-02-12,182.73196411132812,183.0460636894638,180.64118215953195,182.47674229017355,4724000,60.57063179386315,57.72088086493281,59.28313196218995,-37.67830807981028,59.68153833233274,0.3832419012486543
2024-02-13,180.31727600097656,181.367579807234,179.00195486045527,180.88659745981593,4290500,48.423289117742975,55.43302983392197,37.45288043507228,-80.76535151905233,53.724186710945624,-1.3281523390666128
2024-02-14,180.18966674804688,181.59332689633067,178.90377709515292,181.59332689633067,3173400,36.11165940234133,48.36852677131581,33.15875754963464,-73.22136219411345,32.218233967176744,0.8622425138318235
2024-02-15,183.42889404296875,183.53686905676474,180.23874088185906,180.23874088185906,4714300,44.34542163507746,42.96012338505391,60.34616321844274,-12.977021381601922,41.72356634203822,0.8954969330652762
2024-02-16,184.18472290039062,185.4705976505218,182.52584082629184,183.19332682824398,4841900,65.78832302567918,48.74846802103264,88.77174480178435,-16.436647347247167,49.88234526737946,1.916522666569409
2024-02-20,180.0620574951172,185.29391032644827,179.6890501894764,184.18471385092084,4247200,67.15062097817483,59.094788546310475,37.67375720886714,-69.13446833662648,43.18494694789244,0.9226985923389996
