Price,Close,High,Low,Open,Volume,STOCH_K,STOCH_D,CCI,WILLIAMS_R,MFI,ROC
Ticker,UNH,UNH,UNH,UNH,UNH,,,,,,
Date,,,,,,,,,,,
2024-01-02,531.0258178710938,531.3408320205438,518.5510892889237,518.7185119177615,3415700,,,,,,
2024-01-03,533.6743774414062,538.360949288138,531.163638834248,534.6687573296937,2891400,,,,,,
2024-01-04,537.0120849609375,540.5369144535332,534.6294071917459,536.5985762790084,2994400,,,,,,
2024-01-05,529.0960693359375,538.5677682404116,525.5023115613403,538.5677682404116,2815400,,,,,,
2024-01-08,528.2493286132812,531.9218098006176,519.8606489120335,531.0849369603433,2648900,,,,,,
2024-01-09,530.07080078125,531.2916760574678,524.1239314930417,529.7065092905809,2677000,,,,,,
2024-01-10,529.3519897460938,532.857107928871,527.8849685538851,529.8048601255991,2180000,,,,,,
2024-01-11,531.360595703125,531.8331770684937,526.2900212034161,527.8653324841605,2814100,,,,,,
2024-01-12,513.4706420898438,520.3331668070383,505.2198196562963,510.8614692801906,6325800,,,,,,
2024-01-16,511.1470947265625,516.4145980473924,508.5871388322048,515.636797884462,3736700,,,,,,
2024-01-17,516.8477783203125,522.479572689608,511.98392859489036,513.2442255720646,3791300,,,,,,-2.6699341300620127
2024-01-18,508.38043212890625,508.87272442244097,489.79144027035653,497.4416817420537,7367000,,,,,,-4.7395839826087744
2024-01-19,495.7973937988281,509.57172204392884,494.08422629620463,507.0610434592471,6141600,,,,,,-7.674816324684263
2024-01-22,505.0820007324219,505.65307657751475,488.8462116952304,496.1715228905672,5922900,,,,-68.59050434445177,,-4.538697222539456
2024-01-23,507.5730285644531,510.09356251988424,504.18605542800475,504.5995640980408,2672900,,,,-63.77140207053051,42.390731754891796,-3.9141176200083283
2024-01-24,505.31829833984375,513.6872668322255,505.0426459208801,509.9163513558859,2918800,,,,-68.13336680363179,42.263549079152675,-4.669659676579907
2024-01-25,485.79400634765625,487.87149535293986,471.6159949717125,480.0735725702462,14671000,,,,-78.82354613813915,30.64555287297317,-8.228548157404736
2024-01-26,495.4429626464844,495.9253994658355,482.34796996926093,485.675870589842,6212200,30.64996798009348,31.191812856596105,,-61.093183117948634,37.94649365793593,-6.759559016436379
2024-01-29,496.7622985839844,498.7019313544996,493.4245425280318,495.3543198379374,4554100,33.71480602159006,31.374000776972128,,-58.93885267914203,43.293646698580844,-3.254001716214161
2024-01-30,495.84661865234375,498.2490073961455,491.52430803393037,496.7623051341628,4931200,39.84463564473165,34.736469882138394,-86.23381668785436,-60.43405726871438,38.28925121980889,-2.99336066507504
2024-01-31,503.851318359375,507.06107380084893,496.7327908641448,496.7327908641448,5358100,44.719619999187294,39.426353888503,-46.72607808014678,-46.46823005458173,40.74087849795938,-2.514562412007326
2024-02-01,499.32220458984375,502.3547116706287,495.2460102814039,500.98612477426417,4242600,49.18977418073717,44.58467660821871,-58.13482491679375,-45.528390134492426,40.092303276433015,-1.78178131308675
2024-02-02,502.3645935058594,505.0032428820774,497.599207816072,500.4151052498451,3804500,56.15215274962522,50.02051564318324,-39.273267384761475,-39.54692156205024,46.527806718020656,1.3245732610074779
2024-02-05,495.2066345214844,506.27338524339245,492.3414898888281,502.0987263390102,3646300,53.76830296726833,53.03674329921025,-55.23494917886103,-53.61977940165242,46.647835854504166,-1.9552005806219963
2024-02-06,502.7978210449219,503.0636480647406,494.70453458971275,496.1715559998665,2745400,60.31665661762935,56.74570411150764,-36.496679567092876,-25.88332918340935,45.80779040748996,-0.9407922113270573
2024-02-07,511.38336181640625,512.968528450991,504.7866335967431,506.0862923580656,4109100,71.67356536883842,61.91950831791204,37.18777851646608,-5.476195308422956,53.73748779588994,1.2002461609817994
2024-02-08,512.0725708007812,514.110607800007,509.3058908041027,512.6042247882834,3343000,87.94816213613944,73.31279470753574,68.20025612764765,-4.795989099749394,60.84754899639358,5.4094048320388
2024-02-09,510.2313537597656,512.3679454052645,508.3311128748491,510.9895030594116,2715400,93.53300062856188,84.3849093778466,74.76462963553504,-9.128813706142031,54.73522407185774,2.9848826662683514
2024-02-12,509.66033935546875,510.98950440411323,504.9047793534578,510.2313551024721,3194000,91.86754995203994,91.1162375722471,61.534396923514876,-10.472547337988827,50.185105278789976,2.5964210263641485
2024-02-13,508.8825378417969,518.8071676579309,506.2832801113729,513.9531726827955,3436000,86.45598257480988,90.61884438513725,91.88099533720519,-21.030691231439548,50.59514911206574,2.6290225039515835
2024-02-14,508.97113037109375,510.53664621843825,506.36195732360983,507.3170355686617,1918500,80.50618530037454,86.27657260907479,73.14999511490404,-26.978205529448037,61.92344138426578,1.0161354798851718
2024-02-15,512.8504638671875,513.7070477161147,507.848756954737,509.3650557954928,2292100,76.71932248103343,81.22716345207262,92.91278719135003,-21.833135796012137,59.09834817149786,2.7093245910135844
2024-02-16,513.5100708007812,515.7155306239412,510.891102284347,514.2485092287646,2135500,77.25772780896239,78.16107853012346,99.56992637537897,-19.41547524765269,57.12843610516237,2.2186032692194324
2024-02-20,513.027587890625,517.2711446051302,511.40299945729026,516.1290530472577,2600200,78.97112328400323,77.64939119133302,93.85255327495835,-21.838019104325532,65.66234182269919,3.5986903500113465
2024-02-21,513.9235229492188,515.6170394734188,509.56182099247604,515.5973285540073,2095900,80.09791936275381,78.77559015190648,79.95993034998178,-18.45274755976035,58.05759286188326,2.212758575837759
2024-02-22,518.3837890625,518.6200797501226,510.5957513606107,516.1192565137504,3186800,86.0365021089164,81.70184825189115,97.55609143431548,-1.5997270091649611,67.20685301750586,1.368919634230692
2024-02-23,519.1123046875,522.3220596645174,516.0797677032039,518.6298679138256,2502000,89.74713603299159,85.29385250155394,122.88519095351666,-10.70611733209993,66.22502289440516,1.3747531674485058
2024-02-26,517.2220458984375,524.5965757445696,516.2276057285021,520.1758000217554,2308900,87.67453646070858,87.81939153420552,120.5795029623446,-24.670546276609393,74.36648049059154,1.3701024225891256
